client_id,gender,age,average_amount,purchase_sum_3m,purchase_count_3m,days_since_first,days_since_last
c_002053,F,44.0,616.39,1848.65,1,455,173
c_002054,M,33.0,3049.93,8183.77,7,601,113
c_002055,M,46.0,1069.11,2913.08,10,444,168
c_002056,F,40.0,1029.9,20195.28,31,270,224
c_002057,M,55.0,3496.33,21897.65,43,1481,109
c_002058,F,74.0,4371.98,2534.75,18,1699,273
c_002059,M,36.0,4126.03,46647.54,29,1202,236
c_002060,M,66.0,1381.49,38737.98,17,495,98
c_002061,M,75.0,2065.06,26219.18,22,1503,361
c_002062,F,68.0,4858.84,49216.93,17,1156,91
c_002063,M,44.0,766.54,49965.87,46,816,199
c_002064,M,28.0,4383.17,8839.0,13,235,123
c_002065,F,64.0,2480.44,18777.3,17,1966,242
c_002066,F,62.0,2557.3,23297.24,31,1735,44
c_002067,M,76.0,502.51,49751.05,20,1760,337
c_002068,F,47.0,1953.44,1465.26,5,942,318
c_002069,M,39.0,880.79,38908.65,23,1573,360
c_002070,M,31.0,4706.94,33275.61,31,546,14
c_002071,F,54.0,340.92,44006.09,15,147,340
c_002072,M,37.0,2593.94,31722.81,40,1101,311
c_002073,F,61.0,4468.66,17197.13,24,1754,316
c_002074,M,35.0,898.79,18074.29,1,1862,55
c_002075,M,40.0,2948.48,24616.7,30,265,237
c_002076,M,62.0,1745.39,20712.52,36,804,339
c_002077,M,62.0,4229.68,3441.26,16,517,232
c_002078,M,57.0,1153.57,15238.51,7,327,166
c_002079,M,62.0,1564.95,14.36,20,84,149
c_002080,M,76.0,220.6,47485.02,16,105,130
c_002081,M,34.0,926.66,28382.04,13,901,247
c_002082,M,49.0,2901.51,33746.61,24,1206,171
c_002083,F,18.0,680.8,40163.0,17,420,87
c_002084,F,68.0,2806.2,36670.75,46,378,355
c_002085,F,66.0,872.88,44302.69,8,740,237
c_002086,M,,2722.09,10455.14,0,1260,287
c_002087,M,63.0,93.47,43397.87,46,1547,33
c_002088,U,,540.63,15545.39,12,706,235
c_002089,F,41.0,4843.9,2435.07,42,1332,334
c_002090,F,,3101.35,37129.83,44,64,27
c_002091,F,58.0,3452.69,17572.97,49,1477,338
c_002092,M,65.0,4827.43,42840.48,16,1565,171
c_002093,F,77.0,4856.04,2767.68,49,810,290
c_002094,M,54.0,3925.4,15695.96,12,1113,263
c_002095,M,70.0,232.49,45851.5,6,443,175
c_002096,M,75.0,465.65,32809.34,38,1399,332
c_002097,F,24.0,1656.7,46119.26,32,1598,316
c_002098,F,63.0,3570.75,46026.45,23,418,207
c_002099,F,,1728.34,1677.63,46,1957,38
c_002100,F,25.0,3931.55,1800.84,8,494,139
c_002101,M,64.0,3388.52,32119.68,49,966,273
c_002102,F,52.0,4065.81,21840.2,27,1640,147
c_002103,M,49.0,1112.1,21537.44,46,238,360
c_002104,F,32.0,3642.77,7875.89,30,1764,340
c_002105,U,37.0,2009.45,32091.79,1,1004,70
c_002106,M,70.0,3185.12,17887.91,31,149,356
c_002107,F,47.0,888.19,45195.98,27,916,169
c_002108,M,24.0,2608.81,29501.84,26,416,220
c_002109,F,70.0,2926.26,28959.09,36,265,194
c_002110,F,64.0,1684.18,6792.5,9,802,146
c_002111,M,36.0,1108.12,278.86,20,704,19
c_002112,F,57.0,3664.72,49386.38,19,827,69
c_002113,F,71.0,1027.73,5959.1,35,1302,75
c_002114,M,63.0,3969.31,39350.25,19,1300,334
c_002115,M,59.0,4800.99,5969.66,15,1686,199
c_002116,F,78.0,1519.07,285.22,26,1630,346
c_002117,M,67.0,1607.16,1004.52,28,1604,191
c_002118,F,66.0,3918.49,10147.14,25,1000,156
c_002119,F,,750.89,45295.09,36,1646,135
c_002120,M,53.0,3488.01,24672.46,11,759,203
c_002121,F,76.0,2940.86,33947.41,6,1487,87
c_002122,F,78.0,1762.27,23650.67,30,798,152
c_002123,F,27.0,1063.32,6918.67,22,1563,129
c_002124,F,67.0,4562.01,10004.34,41,1899,340
c_002125,F,33.0,1391.7,46283.09,2,416,205
c_002126,F,54.0,873.6,18151.46,48,66,188
c_002127,U,49.0,4833.43,13830.31,4,489,357
c_002128,M,46.0,4341.46,38159.2,28,233,327
c_002129,M,19.0,2024.01,36697.01,36,1471,184
c_002130,F,42.0,4086.86,11198.74,19,1313,249
c_002131,M,64.0,3159.01,45758.72,45,85,138
c_002132,M,61.0,205.61,35727.87,3,1071,351
c_002133,M,30.0,3193.5,46482.16,2,1965,20
c_002134,F,62.0,3792.54,29629.61,5,1506,276
c_002135,M,55.0,1419.07,23140.19,40,904,360
c_002136,F,55.0,3072.0,41057.12,6,226,321
c_002137,F,48.0,166.56,32924.32,3,1851,47
c_002138,M,39.0,3124.94,29575.43,0,1833,166
c_002139,M,36.0,4486.77,40152.62,41,735,21
c_002140,F,34.0,3457.37,1057.23,34,1836,103
c_002141,F,37.0,2261.04,34740.08,7,1019,303
c_002142,M,44.0,1285.97,45311.84,22,1845,309
c_002143,F,42.0,1257.91,26201.25,43,1804,248
c_002144,F,53.0,1773.66,49395.48,28,1347,302
c_002145,F,51.0,3728.44,34673.76,37,1057,357
c_002146,M,49.0,2534.33,15967.97,39,958,171
c_002147,F,49.0,1487.81,46636.22,12,1671,148
c_002148,F,,3220.07,29140.54,20,1563,46
c_002149,F,67.0,1371.45,47350.38,1,1785,28
c_002150,F,45.0,617.08,25290.14,6,935,333
c_002151,F,74.0,3100.15,46293.71,13,199,307
c_002152,M,39.0,231.66,37127.61,2,270,40
c_002153,M,62.0,3638.09,49974.12,35,1612,2
c_002154,F,49.0,2349.72,46814.95,2,719,290
c_002155,F,69.0,3087.48,34057.83,24,736,53
c_002156,M,51.0,2424.97,36449.05,30,1218,248
c_002157,F,40.0,3297.31,22005.82,9,1331,343
c_002158,M,36.0,1001.64,15256.99,13,514,96
c_002159,M,43.0,80.29,24654.95,16,997,75
c_002160,M,77.0,2431.37,20816.32,28,1845,39
c_002161,F,32.0,3751.15,12222.84,12,1799,158
c_002162,M,37.0,4007.51,12269.05,48,1720,184
c_002163,M,65.0,3558.61,45418.39,31,970,107
c_002164,F,49.0,718.64,2941.21,47,1463,114
c_002165,M,79.0,2357.59,15074.1,1,1209,112
c_002166,M,65.0,1761.15,35241.22,8,868,97
c_002167,M,61.0,3993.53,40604.93,18,133,278
c_002168,F,42.0,2337.64,44436.2,43,395,0
c_002169,M,25.0,60.11,29096.61,12,938,111
c_002170,F,66.0,599.45,45612.02,0,1292,37
c_002171,M,28.0,971.54,26741.48,31,524,352
c_002172,M,62.0,3699.04,19343.28,19,69,33
c_002173,M,77.0,601.94,2608.77,19,1938,273
c_002174,F,20.0,4710.92,23105.92,47,1651,36
c_002175,M,67.0,2707.92,17986.13,17,1656,166
c_002176,F,57.0,1514.16,23734.53,48,728,300
c_002177,M,24.0,215.44,11711.02,48,1030,294
c_002178,M,53.0,1653.1,6857.98,49,157,73
c_002179,F,20.0,4827.03,43130.79,16,791,339
c_002180,F,48.0,1062.67,3676.96,21,1811,146
c_002181,F,56.0,4895.75,46366.48,22,511,315
c_002182,M,34.0,760.62,27380.95,21,63,291
c_002183,M,70.0,2772.21,16025.41,29,549,345
c_002184,F,45.0,3728.52,31190.77,2,185,206
c_002185,F,60.0,1782.7,18951.8,20,1038,204
c_002186,F,26.0,839.19,1699.42,36,1392,77
c_002187,M,20.0,571.86,11906.29,46,297,355
c_002188,F,52.0,3102.02,32077.25,0,1940,122
c_002189,M,35.0,4588.9,17093.13,27,234,223
c_002190,U,19.0,2928.95,9878.62,17,946,285
c_002191,M,40.0,908.92,24797.79,26,881,37
c_002192,F,74.0,4883.01,38883.61,44,544,211
c_002193,F,60.0,2306.93,38855.76,13,1446,206
c_002194,M,61.0,861.12,14352.6,21,360,163
c_002195,M,77.0,1089.76,22448.47,36,1372,362
c_002196,F,44.0,439.42,28948.27,27,1893,29
c_002197,M,78.0,428.14,30958.97,40,1585,74
c_002198,M,39.0,3488.05,624.71,39,1468,5
c_002199,F,74.0,2433.68,2942.82,28,1627,109
c_002200,M,48.0,3947.29,49057.27,11,1236,351
c_002201,F,45.0,4747.67,25235.83,39,1317,39
c_002202,F,37.0,1892.48,6969.86,15,777,51
c_002203,M,40.0,3496.87,27096.4,3,1502,221
c_002204,M,59.0,4901.93,21134.57,46,1327,70
c_002205,F,44.0,4717.29,41560.86,29,1707,148
c_002206,F,52.0,1560.16,6514.07,20,430,363
c_002207,F,71.0,3642.01,39955.38,0,1459,324
c_002208,M,51.0,2548.88,22014.68,46,1826,255
c_002209,M,53.0,317.79,25716.26,25,213,177
c_002210,M,28.0,2519.42,13886.59,34,432,86
c_002211,M,44.0,3802.8,34609.6,18,1966,312
c_002212,F,37.0,2408.21,35290.38,9,329,215
c_002213,M,39.0,4031.04,3535.07,11,805,145
c_002214,M,27.0,4825.92,18982.35,30,51,332
c_002215,M,40.0,612.84,9410.51,18,1249,16
c_002216,M,37.0,179.04,12212.85,16,1067,222
c_002217,F,79.0,2765.17,12509.28,24,1841,337
c_002218,F,31.0,1044.76,12900.97,43,1501,93
c_002219,M,24.0,2315.06,8420.39,11,1483,148
c_002220,F,60.0,3014.68,11440.64,31,173,147
c_002221,F,47.0,2001.61,19928.71,31,1403,271
c_002222,F,51.0,2728.85,32822.48,32,294,179
c_002223,F,50.0,3326.74,3145.82,14,636,35
c_002224,M,42.0,4503.27,16929.68,8,403,106
c_002225,F,50.0,1254.06,42774.3,47,62,111
c_002226,F,64.0,255.26,36560.17,42,1859,358
c_002227,M,54.0,2481.64,20761.89,15,52,316
c_002228,M,20.0,2173.39,8985.62,4,175,59
c_002229,F,65.0,3780.07,48496.32,37,169,29
c_002230,F,37.0,4719.83,28029.28,19,1009,229
c_002231,M,69.0,3788.71,15117.26,3,1012,264
c_002232,U,23.0,1402.61,6293.06,30,1940,359
c_002233,F,77.0,1334.59,27944.12,16,1676,171
c_002234,F,47.0,1505.96,19605.21,22,1461,60
c_002235,F,64.0,1403.43,7657.13,5,315,118
c_002236,M,32.0,2708.24,44149.61,29,1844,87
c_002237,F,53.0,2998.92,20035.19,23,1276,137
c_002238,U,,3953.2,25333.43,36,698,311
c_002239,M,34.0,4415.18,17633.59,10,1233,256
c_002240,F,25.0,113.87,1071.76,16,1645,5
c_002241,M,33.0,1832.11,1140.35,14,486,350
c_002242,F,60.0,419.97,26183.7,1,1509,95
c_002243,F,20.0,3294.08,49916.89,0,518,234
c_002244,F,39.0,4001.06,36474.09,43,802,348
c_002245,M,69.0,345.16,45948.66,8,499,355
c_002246,M,71.0,1914.46,35988.56,25,40,189
c_002247,M,36.0,4115.04,39763.94,10,300,187
c_002248,F,76.0,208.19,22634.55,48,1185,215
c_002249,F,62.0,1959.01,38379.09,39,563,121
c_002250,M,24.0,1639.65,27345.88,29,512,242
c_002251,M,50.0,937.57,40141.84,2,408,236
c_002252,M,37.0,4391.99,10069.85,14,1242,351
c_002253,M,21.0,3575.93,34108.66,2,956,279
c_002254,F,61.0,1748.46,22390.75,23,1837,55
c_002255,F,50.0,3077.29,1042.92,23,1899,106
c_002256,F,63.0,2482.52,10797.58,32,1052,249
c_002257,F,34.0,942.76,17765.38,10,557,259
c_002258,F,39.0,1176.2,38562.58,16,1407,262
c_002259,M,77.0,1275.96,32930.27,16,1372,50
c_002260,F,29.0,3287.09,2718.88,28,969,57
c_002261,M,25.0,2045.27,40681.47,38,782,202
c_002262,M,73.0,2484.03,16418.48,10,305,53
c_002263,U,28.0,4233.59,34082.06,3,764,266
c_002264,M,34.0,4108.39,618.48,33,960,86
c_002265,M,25.0,2009.07,49358.61,34,1572,351
c_002266,F,40.0,624.68,40731.68,43,1125,201
c_002267,F,71.0,485.22,29438.01,2,126,226
c_002268,M,69.0,4435.17,29021.16,45,212,201
c_002269,F,41.0,4264.32,36962.53,16,1850,229
c_002270,F,39.0,2852.56,21432.03,35,1914,363
c_002271,F,53.0,1345.42,42113.7,43,267,183
c_002272,M,76.0,4720.51,13016.28,40,69,169
c_002273,M,63.0,431.82,32749.47,22,529,230
c_002274,M,41.0,626.63,4891.88,27,951,356
c_002275,F,22.0,2559.46,47445.11,41,88,329
c_002276,M,64.0,567.96,336.48,37,1936,110
c_002277,M,26.0,2780.91,49497.41,18,145,226
c_002278,F,28.0,77.68,30117.82,30,244,170
c_002279,M,50.0,456.96,8019.42,34,1869,111
c_002280,M,53.0,3471.63,20059.0,19,1513,150
c_002281,M,79.0,1721.59,2572.7,14,1796,245
c_002282,F,60.0,4724.8,39392.1,7,1598,163
c_002283,F,19.0,3301.22,34645.24,30,319,235
c_002284,F,32.0,822.32,16540.45,17,601,331
c_002285,F,67.0,4217.3,41996.23,37,222,112
c_002286,F,48.0,1299.65,10583.4,42,1353,205
c_002287,M,34.0,1441.84,29467.12,48,1818,352
c_002288,M,76.0,2614.32,39061.45,21,1132,268
c_002289,M,52.0,4147.37,30876.39,6,1526,152
c_002290,M,60.0,4458.63,41848.06,11,1342,65
c_002291,F,78.0,2929.34,37338.73,38,68,356
c_002292,M,72.0,4531.73,6083.08,32,144,44
c_002293,M,51.0,1019.59,35814.72,38,1724,125
c_002294,F,67.0,4184.15,6177.22,49,300,194
c_002295,F,79.0,3852.84,45832.31,40,1729,125
c_002296,M,45.0,1176.3,40681.43,12,1634,325
c_002297,F,53.0,3865.85,27752.96,29,983,284
c_002298,M,52.0,292.19,37861.67,15,1735,171
c_002299,M,72.0,1556.02,16614.73,30,525,111
c_002300,F,76.0,604.63,19588.54,11,356,323
c_002301,F,24.0,1288.74,27837.0,5,303,249
c_002302,M,76.0,2415.35,47362.61,14,936,316
c_002303,M,57.0,1656.16,31040.27,24,350,260
c_002304,F,,3705.89,47131.67,34,999,23
c_002305,F,21.0,2914.43,10803.23,22,599,238
c_002306,F,76.0,2571.12,22426.17,0,404,297
c_002307,F,20.0,4154.09,21501.37,40,629,94
c_002308,M,76.0,1403.07,36967.73,24,1963,318
c_002309,U,32.0,646.4,20808.54,26,1456,334
c_002310,M,63.0,4506.23,11296.44,15,1840,210
c_002311,M,35.0,3786.0,21168.79,10,1442,234
c_002312,U,21.0,218.27,9983.12,20,168,314
c_002313,F,29.0,1346.64,31390.49,1,1888,41
c_002314,F,18.0,802.79,37143.39,30,1852,3
c_002315,F,,905.59,25761.02,18,1092,355
c_002316,F,26.0,4382.35,46309.06,39,1033,147
c_002317,M,49.0,1008.03,35168.0,10,109,236
c_002318,M,55.0,324.71,13916.95,17,1184,266
c_002319,M,29.0,2600.28,366.08,14,336,344
c_002320,M,62.0,1717.68,38377.5,26,612,178
c_002321,M,56.0,4859.29,48987.43,2,1383,140
c_002322,M,35.0,1425.53,43698.11,29,1939,84
c_002323,M,19.0,2061.16,23019.42,13,569,143
c_002324,M,75.0,1869.33,37819.51,0,1322,210
c_002325,F,22.0,4079.85,21556.61,27,1885,178
c_002326,F,45.0,3825.41,15896.39,49,401,68
c_002327,F,79.0,2063.33,16374.58,42,289,309
c_002328,M,75.0,1894.88,29419.25,41,556,160
c_002329,F,40.0,3645.1,41456.02,30,1772,148
c_002330,F,78.0,1406.72,7218.99,17,584,310
c_002331,F,69.0,1538.26,3444.56,25,387,103
c_002332,F,23.0,1834.06,25891.3,34,315,361
c_002333,M,24.0,3412.35,30605.82,24,1178,129
c_002334,M,60.0,2214.27,39168.44,28,1338,337
c_002335,F,50.0,2277.44,24930.03,49,1183,316
c_002336,M,21.0,4125.39,4503.88,18,1565,222
c_002337,F,39.0,2600.19,24869.31,1,1818,303
c_002338,F,53.0,4184.32,27564.04,14,1189,347
c_002339,U,69.0,2920.75,43370.12,47,1782,350
c_002340,F,32.0,3393.64,5746.6,34,71,25
c_002341,M,37.0,4077.58,43216.22,25,1646,174
c_002342,M,75.0,3764.93,17710.98,12,82,161
c_002343,F,,548.96,13875.9,15,375,271
c_002344,M,79.0,3904.12,12790.82,49,1249,322
c_002345,F,42.0,1221.66,37194.97,25,1839,68
c_002346,F,75.0,2536.52,30376.24,30,1067,94
c_002347,F,,1356.59,14858.51,33,1552,259
c_002348,F,63.0,961.28,23778.93,24,1071,95
c_002349,F,25.0,904.74,35325.98,48,934,138
c_002350,F,42.0,1727.7,33727.53,5,1845,222
c_002351,M,44.0,1455.43,17086.65,4,246,175
c_002352,M,49.0,654.05,16786.77,8,830,289
c_002353,M,62.0,2714.58,39683.2,4,1750,173
c_002354,M,74.0,1299.69,9054.26,35,605,207
c_002355,M,66.0,1329.7,27753.76,26,1556,165
c_002356,F,61.0,3660.5,21098.1,26,980,59
c_002357,M,54.0,4584.81,1335.33,29,1730,211
c_002358,M,74.0,2038.56,28639.83,1,503,266
c_002359,F,39.0,1555.51,18829.16,21,945,80
c_002360,M,70.0,2768.39,8815.97,17,1257,88
c_002361,M,46.0,3886.07,18795.55,10,1952,288
c_002362,F,40.0,3897.33,31989.01,3,708,71
c_002363,M,62.0,1978.07,21358.78,33,1083,129
c_002364,M,32.0,979.31,43980.62,18,1413,60
c_002365,M,22.0,996.01,45161.17,7,150,169
c_002366,M,18.0,2106.57,25480.47,5,759,315
c_002367,M,70.0,2610.1,42604.56,40,736,285
c_002368,M,54.0,2738.23,31285.97,25,1257,242
c_002369,M,65.0,904.05,33070.08,25,350,298
c_002370,F,60.0,2564.4,4522.09,13,1479,175
c_002371,M,29.0,1528.39,24916.52,8,1595,247
c_002372,M,75.0,2077.9,16395.07,39,1620,39
c_002373,M,66.0,4167.81,40043.76,33,394,148
c_002374,F,73.0,403.28,29738.57,27,1375,326
c_002375,M,35.0,2802.8,12965.47,11,367,116
c_002376,M,53.0,1613.02,14616.11,8,1466,140
c_002377,F,19.0,4111.06,5147.6,38,1323,162
c_002378,M,45.0,4238.15,3925.84,38,256,230
c_002379,F,18.0,1289.39,37786.3,25,209,78
c_002380,M,42.0,2747.51,41775.43,0,648,253
c_002381,F,79.0,3132.88,34846.46,0,1936,297
c_002382,F,37.0,2005.21,11197.52,12,1194,21
c_002383,U,71.0,2216.59,5727.96,47,745,199
c_002384,M,56.0,912.6,45284.23,28,1412,249
c_002385,F,65.0,104.52,6584.38,45,1815,26
c_002386,F,75.0,1314.3,21321.36,48,89,32
c_002387,F,,2902.75,27863.61,31,586,234
c_002388,F,59.0,2235.74,29436.16,29,50,11
c_002389,M,25.0,1161.69,29574.95,34,1377,297
c_002390,F,56.0,4249.68,32315.22,5,1899,290
c_002391,U,75.0,3044.42,4967.5,21,1255,238
c_002392,F,48.0,71.78,48200.69,29,1051,10
c_002393,M,18.0,1446.58,3266.16,14,568,207
c_002394,F,50.0,4170.93,11436.73,19,1658,167
c_002395,M,48.0,2035.54,25871.93,10,1524,241
c_002396,F,21.0,778.02,10313.73,24,93,233
c_002397,F,53.0,4191.21,24966.88,28,786,273
c_002398,M,49.0,1639.27,9630.66,14,1661,23
c_002399,M,63.0,643.25,45893.5,5,1060,60
c_002400,F,50.0,759.87,11587.04,5,713,154
c_002401,M,41.0,2652.39,10179.59,49,220,191
c_002402,F,77.0,707.04,46241.17,21,789,150
c_002403,M,79.0,1041.81,15659.51,19,155,315
c_002404,F,22.0,677.75,32749.37,14,246,31
c_002405,F,54.0,2168.71,34686.9,37,498,3
c_002406,F,21.0,3615.33,18596.8,31,1287,231
c_002407,U,52.0,1426.95,32742.51,41,1469,357
c_002408,M,36.0,1327.74,12531.84,21,798,340
c_002409,F,44.0,3878.03,1547.58,8,726,339
c_002410,M,44.0,1139.26,37672.54,43,640,161
c_002411,M,68.0,1175.18,11194.46,3,1360,328
c_002412,M,54.0,4507.77,997.32,35,1850,202
c_002413,F,43.0,2934.74,31886.78,14,139,305
c_002414,U,57.0,3639.31,39118.58,3,601,38
c_002415,M,46.0,2498.98,14103.35,39,1548,362
c_002416,F,74.0,1688.75,20368.73,33,1450,272
c_002417,M,36.0,3085.96,31692.6,36,552,252
c_002418,F,67.0,2296.46,40584.03,48,828,7
c_002419,F,38.0,3969.34,3485.3,13,1059,257
c_002420,M,53.0,2345.53,7602.8,36,770,178
c_002421,M,58.0,2152.39,21260.48,7,471,359
c_002422,F,39.0,1297.45,1474.27,49,1874,164
c_002423,M,62.0,3998.96,15938.3,23,360,50
c_002424,M,31.0,4428.23,13715.83,49,893,153
c_002425,F,65.0,1724.24,13710.48,24,1371,208
c_002426,M,46.0,4215.28,25.52,3,1230,281
c_002427,M,,4595.77,28425.58,32,1069,43
c_002428,F,31.0,3434.34,47031.73,16,1538,327
c_002429,F,79.0,2050.85,16586.36,42,108,70
c_002430,M,37.0,4798.22,9211.08,43,1499,336
c_002431,F,41.0,3574.31,17574.84,26,87,275
c_002432,F,69.0,3057.83,9425.83,39,849,283
c_002433,M,42.0,1812.5,2093.33,32,1759,63
c_002434,M,60.0,978.09,33595.97,34,1847,326
c_002435,M,72.0,3398.87,28799.63,5,1656,318
c_002436,U,22.0,4896.33,43158.91,1,126,140
c_002437,F,73.0,4971.64,19135.77,11,312,361
c_002438,M,31.0,2378.1,37089.83,22,1390,206
c_002439,F,47.0,1997.4,4297.04,23,498,350
c_002440,F,53.0,2000.51,2977.26,32,1294,242
c_002441,F,65.0,4474.02,10106.28,29,1398,9
c_002442,F,32.0,2082.19,16071.84,28,1429,17
c_002443,F,69.0,2686.2,22640.19,28,526,2
c_002444,F,64.0,1647.6,21261.09,46,1877,4
c_002445,F,64.0,525.84,31323.37,7,710,288
c_002446,F,53.0,1029.25,21060.1,32,695,63
c_002447,M,41.0,2284.03,14959.79,47,1531,40
c_002448,M,44.0,2813.45,36667.4,22,141,151
c_002449,F,77.0,931.73,17078.89,15,883,116
c_002450,U,19.0,768.95,31578.47,9,1452,327
c_002451,F,20.0,819.7,27814.46,2,1739,261
c_002452,M,36.0,1488.4,14593.35,49,519,72
c_002453,F,32.0,4536.13,406.79,32,1740,197
c_002454,F,67.0,476.74,28085.02,41,546,80
c_002455,M,21.0,798.26,35302.79,47,1445,294
c_002456,F,42.0,1710.21,44073.89,43,1128,221
c_002457,F,76.0,761.89,31184.96,45,1419,276
c_002458,F,69.0,4985.76,17756.34,39,1056,127
c_002459,F,71.0,2593.97,19553.34,32,361,19
c_002460,F,33.0,171.99,16750.33,4,1264,364
c_002461,U,63.0,3918.07,15590.44,15,87,104
c_002462,M,40.0,181.2,27421.73,26,767,57
c_002463,M,78.0,3855.43,47652.96,36,60,240
c_002464,F,20.0,1745.37,42993.36,9,1073,139
c_002465,F,67.0,4215.45,12972.52,37,312,48
c_002466,F,47.0,760.24,5913.86,15,344,200
c_002467,M,,3578.77,13449.64,36,906,332
c_002468,F,40.0,2551.59,39096.01,38,1255,6
c_002469,M,51.0,2819.31,16776.79,42,1697,200
c_002470,M,76.0,2391.08,9356.21,30,889,252
c_002471,M,62.0,4488.22,47350.84,25,1037,76
c_002472,F,57.0,799.61,36209.41,15,445,62
c_002473,M,42.0,450.26,26524.73,26,145,106
c_002474,F,71.0,4716.09,17842.33,36,1773,346
c_002475,M,36.0,3200.34,42032.46,28,1427,193
c_002476,M,38.0,2835.28,11177.87,8,1351,122
c_002477,F,48.0,3451.98,25061.13,28,226,64
c_002478,M,74.0,282.1,38326.74,36,1990,125
c_002479,F,34.0,822.93,17778.53,40,614,285
c_002480,F,50.0,3164.03,46112.9,41,1878,347
c_002481,F,66.0,4976.8,40236.32,33,80,322
c_002482,F,65.0,4213.43,43165.16,21,702,52
c_002483,U,26.0,2516.61,41971.69,20,1823,24
c_002484,M,62.0,3681.1,46095.83,36,1758,184
c_002485,M,72.0,80.79,18949.74,47,1478,155
c_002486,M,59.0,2796.94,12753.15,49,1611,293
c_002487,F,62.0,4929.44,44796.5,24,1961,240
c_002488,M,35.0,4275.92,36485.59,2,275,337
c_002489,F,27.0,3568.22,13059.03,9,1272,217
c_002490,M,61.0,4472.96,39956.02,37,122,203
c_002491,M,65.0,693.34,35498.17,31,87,116
c_002492,M,18.0,2698.58,12148.35,1,1822,185
c_002493,M,69.0,497.4,5237.43,26,1989,222
c_002494,U,41.0,1680.27,5259.75,45,1328,102
c_002495,F,28.0,3151.28,6391.58,46,325,259
c_002496,M,69.0,1999.37,15199.15,43,1310,297
c_002497,M,21.0,1845.5,8076.78,7,666,49
c_002498,F,36.0,3799.9,7889.62,2,632,83
c_002499,M,64.0,3480.71,5202.1,2,459,134
c_002500,F,,3974.63,21792.25,17,90,207
c_002501,F,68.0,1033.73,20829.64,36,1157,67
c_002502,M,47.0,4050.21,23117.24,43,697,236
c_002503,U,71.0,888.33,664.34,49,1784,312
c_002504,F,38.0,579.94,28486.99,43,75,362
c_002505,M,19.0,4834.51,35004.44,46,926,267
c_002506,F,53.0,277.57,33724.87,23,344,220
c_002507,M,69.0,3440.42,40786.77,14,745,32
c_002508,M,21.0,364.13,16589.75,33,1203,203
c_002509,M,38.0,4016.34,10772.54,4,486,35
c_002510,M,63.0,3132.54,22924.87,9,658,312
c_002511,M,73.0,910.94,36819.33,46,897,44
c_002512,M,41.0,3700.86,24391.14,11,1564,222
c_002513,M,44.0,513.6,23289.73,11,1365,95
c_002514,M,74.0,3804.94,42413.89,45,340,306
c_002515,M,68.0,820.59,35352.27,15,1751,118
c_002516,M,32.0,1464.88,46372.02,45,415,351
c_002517,F,19.0,2490.37,40760.58,44,1336,29
c_002518,M,24.0,2879.42,48749.51,10,1220,301
c_002519,F,44.0,207.51,46361.8,9,1668,264
c_002520,M,28.0,2315.86,34240.42,43,792,44
c_002521,M,51.0,1222.16,9608.77,16,997,315
c_002522,F,45.0,4765.29,22523.12,25,143,190
c_002523,F,26.0,2162.38,36682.53,15,35,329
c_002524,M,57.0,3405.84,38086.77,0,1106,67
c_002525,M,76.0,1945.43,26554.96,40,736,209
c_002526,F,42.0,4528.21,8891.27,14,1221,275
c_002527,F,35.0,3715.81,28256.95,15,1781,55
c_002528,F,74.0,152.27,19958.19,40,1768,26
c_002529,F,,3444.83,43430.27,15,1406,298
c_002530,M,48.0,1693.74,48873.56,11,138,87
c_002531,M,67.0,519.14,26400.2,23,1289,127
c_002532,U,62.0,1298.94,23565.91,4,889,255
c_002533,F,58.0,1947.15,5562.28,48,947,162
c_002534,F,,2238.97,37258.9,27,919,62
c_002535,M,67.0,998.46,36712.34,8,490,333
c_002536,F,35.0,4032.77,9954.86,43,1418,364
c_002537,F,52.0,1281.3,13307.21,10,296,301
c_002538,F,26.0,3687.55,34215.33,29,638,295
c_002539,M,32.0,1207.7,32106.09,27,558,292
c_002540,F,44.0,1510.08,31093.85,14,1722,0
c_002541,M,64.0,1903.95,43357.08,36,1575,335
c_002542,F,79.0,4523.91,21369.03,10,1207,340
c_002543,M,79.0,4546.06,4036.8,32,411,10
c_002544,M,70.0,3998.03,2539.7,6,272,13
c_002545,F,38.0,1797.24,1664.69,37,195,12
c_002546,M,74.0,3313.93,40285.12,30,1147,24
c_002547,M,39.0,874.14,30475.75,8,1339,263
c_002548,F,77.0,448.69,30651.15,3,1532,31
c_002549,M,48.0,387.05,24642.63,7,1098,317
c_002550,F,72.0,1326.71,14511.6,13,1594,95
c_002551,M,66.0,189.83,48483.02,33,1289,199
c_002552,F,34.0,4005.18,985.16,22,1517,323
c_002553,F,69.0,4495.55,21023.09,34,231,295
c_002554,M,69.0,605.77,42095.16,42,874,102
c_002555,M,78.0,455.33,7120.54,28,1690,160
c_002556,M,55.0,4815.5,36985.66,47,1272,56
c_002557,M,37.0,2049.89,46895.64,3,1216,269
c_002558,F,19.0,1322.99,24841.21,18,1026,307
c_002559,M,78.0,4068.26,17497.59,17,898,43
c_002560,M,71.0,3311.05,41013.07,22,319,233
c_002561,F,69.0,747.81,569.82,17,1079,308
c_002562,F,23.0,3071.13,33929.68,43,89,181
c_002563,M,,4081.62,32169.43,27,792,351
c_002564,M,52.0,2748.55,28810.82,45,753,345
c_002565,M,41.0,3533.52,4201.23,49,431,331
